ACO_Name,ACO_ID,year,ACO_State,Sav_Rate,CapAnn_INP_All,CapAnn_INP_S_trm,CapAnn_INP_L_trm,CapAnn_INP_Rehab,CapAnn_INP_Psych,CapAnn_HSP,CapAnn_SNF,CapAnn_HHA,ADM,ADM_S_Trm,ADM_L_Trm,ADM_Rehab,P_EDV_Vis,P_EDV_Vis_HOSP,P_EM_Total,P_EM_PCP_Vis,P_EM_SP_Vis,GenSaveLoss,FinalShareRate,P_SNF_ADM,QualScore,ACO1,ACO2,ACO3,ACO4,ACO5,ACO6,ACO7,ACO34,ACO45,ACO46,ACO8,ACO38,ACO43,QualityID318,QualityID_110,QualityID_226,QualityID_134_WI,QualityID_113,QualityID_112,QualityID_438,QualityID_370,QualityID_001_WI,QualityID_236_WI,N_AB,N_PCP,N_Ben_Race_Asian,N_Ben_Race_Hisp,N_Ben_Race_Other,N_Ben_Race_Hisp,N_Ben_Race_Asian,N_Ben_Race_White
MetroHealth Care Partners,A2154,2018,OH,6.924725499999999,3188,2711,128,250,129,295,849,412,346,312,4,14,927,251,8558,3145,3230,6665880,66.10000000000001,80,0.8814,82.02,94.0,92.74,83.49,63.1,57.83,73.85,26.72,,,15.52,63.8,2.23,98.5,74.4,88.66,89.22,77.1,83.89,86.13,15.87,17.2,73.1,8991,333.0,118,136,260,136,118,5982
MetroHealth Care Partners,A2154,2019,OH,4.02,3385,2896,135,273,119,309,914,422,359,326,4,13,925,261,8924,3214,3171,4178754,69.0,87,92.17,76.19,92.8,91.51,76.92,61.68,57.88,74.66,24.23,90.78,82.25,15.45,62.99,2.27,99,76.92,100,88.35,77.43,79.57,87.88,18.98,15.16,77.67,9519,,,132,284,132,,6460
MetroHealth Care Partners,A2154,2020,OH,10.68,2776,2376,96,266,66,316,771,310,286,264,3,11,709,219,8085,2876,2857,9224960,0.73,65,96.87,^,^,^,^,^,^,^,^,^,^,~,~,0.84,96.71,82.14,94.03,82.23,77.99,81.09,81.13,18.06,20.03,74.96,8886,380.0,133,123,307,123,133,6078
Arkansas Health Network,A2164,2020,AR,5.3100000000000005,2539,1931,78,509,43,148,220,340,239,203,3,28,453,147,8943,2964,3762,14318907,0.59,19,98.19,^,^,^,^,^,^,^,^,^,^,~,~,0.97,81.23,76.69,64.1,60.74,73.17,72.98,81.72,14.29,12.02,75.25,30047,211.0,115,78,480,78,115,26668
Arkansas Health Network,A2164,2018,AR,4.9908863,2876,2257,76,504,61,157,238,327,284,245,3,30,595,175,9296,3516,4145,12348881,51.89,23,0.8649,85.14,93.97,92.72,81.18,49.21,55.06,72.64,25.45,,,15.28,53.84,2.11,79.04,71.65,81.33,68.02,71.23,73.23,81.77,9.76,11.9,70.78,26434,196.0,117,94,379,94,117,23162
Arkansas Health Network,A2164,2021,,-0.16,2966,2250,89,611,53,366,489,387,272,229,3,34,544,180,10463,3051,4238,0,75.00,36,75.89,,,,,,,,,,,,,,,75.1,48.78,69.76,74.65,70.39,83.83,17.65,10.38,83,26055,212.0,107,47,121,47,107,23317
Arkansas Health Network,A2164,2019,AR,4.04,2885,2265,78,512,54,167,296,359,278,239,3,30,582,171,9568,3158,4147,12879954,55.00000000000001,28,92.17,86.11,94.26,92.41,79.1,52.16,59.06,69.56,23.15,93.32,87.03,14.86,55.72,1.89,77.81,65.74,72.5,57.77,73.77,75.66,78.44,7.55,11.59,68.44,32828,,,87,507,87,,29132
Arkansas Health Network,A2164,2022,,-0.16,2966,2250,89,611,53,366,489,387,272,229,3,34,544,180,10463,3051,4238,0,75.00%,36,75.89,,,,,,,,,,,,,,,75.1,48.78,69.76,74.65,70.39,83.83,17.65,10.38,83,26055,212.0,107,47,121,47,107,23317
"Tidewater Accountable Care Organization, LLC",A2171,2019,VA,1.58,2373,2199,37,130,10,147,451,490,237,228,1,6,570,171,11607,5426,5019,0,48.0,44,96.5,88.21,95.11,94.19,84.39,66.14,67.29,75.06,24.16,94.13,88.12,14.97,53.8,1.52,91.53,88.29,73.91,76.21,85.08,85.48,84.91,8.64,6.85,77.42,23151,,,55,659,55,,19076
"Tidewater Accountable Care Organization, LLC",A2171,2021,,4.31,2239,2005,37,206,6,300,486,441,210,198,2,10,533,165,11520,4577,4743,9140280,50.00,42,86.77,,,,,,,,,,,,,,,91.44,72.73,85.08,85.48,87.5,68.53,6.25,6.05,77.42,20597,126.0,242,*,282,*,242,17090
"Tidewater Accountable Care Organization, LLC",A2171,2020,VA,6.5,2021,1817,26,168,17,135,309,419,190,179,1,8,443,141,10600,4807,4436,13203626,0.39,27,96.87,^,^,^,^,^,^,^,^,^,^,~,~,0.91,91.13,85.78,73.33,68.95,83.87,84.27,85.59,2.5,10.48,73.79,22655,119.0,260,45,686,45,260,18705
"Tidewater Accountable Care Organization, LLC",A2171,2018,VA,1.3487008,2389,2207,48,135,13,149,482,502,247,237,1,7,578,177,10880,4835,5006,0,47.05,48,0.941,88.87,94.46,93.82,83.69,61.33,67.8,73.31,27.46,,,15.09,54.2,1.76,85.08,90.54,70.59,84.68,83.47,82.66,85.46,6.41,10.89,75,23431,116.0,246,53,650,53,246,19281
"Tidewater Accountable Care Organization, LLC",A2171,2022,,4.31,2239,2005,37,206,6,300,486,441,210,198,2,10,533,165,11520,4577,4743,9140280,50.00%,42,86.77,,,,,,,,,,,,,,,91.44,72.73,85.08,85.48,87.5,68.53,6.25,6.05,77.42,20597,126.0,242,*,282,*,242,17090
CaroMont ACO,A2187,2022,,-0.43,3178,2884,*,264,*,464,818,738,320,306,*,11,701,272,10317,3154,4302,0,50.00%,64,87.23,,,,,,,,,,,,,,,92,94.74,89.11,82.44,89.37,90.91,6.94,4.87,80.84,5982,149.0,38,*,*,*,38,5449
CaroMont ACO,A2187,2018,"NC, SC",0.017127200000000002,2938,2726,25,188,14,188,615,633,309,296,1,11,669,234,9886,3581,4519,0,47.77,50,0.9555,85.83,93.74,93.63,83.99,60.41,69.16,73.17,30.65,,,14.99,65.0,2.0,98.89,80.08,89.19,90.28,80.98,84.92,86.38,12.82,10.08,77.34,10481,149.0,87,53,142,53,87,9402
CaroMont ACO,A2187,2019,"NC, SC",3.8699999999999997,3086,2807,36,238,14,242,571,628,321,305,1,13,679,247,9996,3722,4383,3953228,46.0,54,92.17,87.77,95.92,95.13,82.32,62.36,66.96,72.16,32.4,95,90.59,14.78,69.61,2.06,99.62,90.67,96.15,84.4,78.57,85.6,86.22,12.61,7.61,75.57,10399,,,40,153,40,,9366
CaroMont ACO,A2187,2021,,-0.43,3178,2884,*,264,*,464,818,738,320,306,*,11,701,272,10317,3154,4302,0,50.00,64,87.23,,,,,,,,,,,,,,,92,94.74,89.11,82.44,89.37,90.91,6.94,4.87,80.84,5982,149.0,38,*,*,*,38,5449
CaroMont ACO,A2187,2020,"NC, SC",7.39,2674,2429,11,238,14,466,562,649,287,273,0,12,569,229,8999,3047,3733,6281288,0.49,49,98.75,^,^,^,^,^,^,^,^,^,^,~,~,1.17,98.23,92.67,95,89.92,85.1,84.93,87.6,15.56,9.73,78.77,8680,138.0,59,34,139,34,59,7931
Loudoun Medical Group ACO LLC,A2189,2020,"VA, WV",2.9000000000000004,2292,2007,16,278,11,154,428,364,205,190,0,13,440,153,9563,4122,4326,0,0.39,29,96.87,^,^,^,^,^,^,^,^,^,^,~,~,0.94,77.6,66.8,28.57,31.34,65.56,57.58,81.5,25,12.25,69.2,10667,63.0,504,191,707,191,504,8521
Loudoun Medical Group ACO LLC,A2189,2021,,1.78,2409,2046,*,349,15,143,430,329,206,189,*,15,505,156,10956,4236,4963,0,40.00,29,71.96,,,,,,,,,,,,,,,80.97,62.5,33.5,77.88,69.54,84.15,0,12.7,82.28,10687,71.0,494,*,272,*,494,8626
Loudoun Medical Group ACO LLC,A2189,2018,"VA, WV",-0.8725025000000001,2487,2178,18,268,39,140,438,461,234,216,0,13,557,170,10152,4242,4945,0,46.339999999999996,34,0.9268,88.05,94.01,91.67,80.49,53.53,62.71,75.77,20.91,,,14.22,59.58,2.03,66.67,61.41,88.89,33.78,61.31,57.42,86.67,0,21.99,67.82,10923,61.0,529,191,652,191,529,8745
Loudoun Medical Group ACO LLC,A2189,2022,,1.78,2409,2046,*,349,15,143,430,329,206,189,*,15,505,156,10956,4236,4963,0,40.00%,29,71.96,,,,,,,,,,,,,,,80.97,62.5,33.5,77.88,69.54,84.15,0,12.7,82.28,10687,71.0,494,*,272,*,494,8626
Loudoun Medical Group ACO LLC,A2189,2019,"VA, WV",0.33,2662,2349,30,281,31,158,529,462,247,230,1,14,560,187,10446,4411,4962,0,46.0,36,92.17,87.5,93.68,92.25,80.91,53.37,58.44,75.15,20.22,91.78,84.96,14.42,61.17,2.08,68.4,71.83,80,24.67,72.26,68.52,86.94,14.29,18,73.41,11189,,,191,697,191,,8952
"Adirondacks ACO, LLC",A2193,2019,NY,0.08,3232,3100,8,66,64,123,768,358,288,278,0,3,800,222,9752,2488,3257,0,47.0,52,93.69,84.47,93.82,91.22,80.25,68.06,64.53,75.25,16.89,92.71,85.3,14.51,58.96,1.71,83.81,73.44,82.56,80.89,68.38,73.47,84.98,15.15,14.33,72.13,25892,,,39,680,39,,24876
"Adirondacks ACO, LLC",A2193,2022,,2.87,2682,2598,*,54,23,139,856,285,241,237,*,2,698,197,9248,2023,3070,6678426,40.00%,46,77.21,,,,,,,,,,,,,,,66.79,54.72,76.42,75.58,81.58,84.24,15.79,11.76,75.05,21946,366.0,49,34,116,34,49,21042
"Adirondacks ACO, LLC",A2193,2018,NY,-0.9120504999999999,3373,3246,3,88,47,101,757,369,309,298,0,4,821,236,9402,2495,3365,0,42.36,56,0.8473,85.88,94.97,92.43,79.98,65.2,68.3,75.71,22.91,,,15.27,62.61,2.07,85.39,71.78,81.08,78.27,73.06,74.6,81.44,13.24,16.24,71.38,24617,336.0,51,38,614,38,51,23700
"Adirondacks ACO, LLC",A2193,2021,,2.87,2682,2598,*,54,23,139,856,285,241,237,*,2,698,197,9248,2023,3070,6678426,40.00,46,77.21,,,,,,,,,,,,,,,66.79,54.72,76.42,75.58,81.58,84.24,15.79,11.76,75.05,21946,366.0,49,34,116,34,49,21042
"Adirondacks ACO, LLC",A2193,2020,NY,3.3099999999999996,2855,2734,2,62,57,134,816,358,248,239,0,3,655,199,8642,2123,2972,7879019,0.39,49,97.19,^,^,^,^,^,^,^,^,^,^,~,~,0.92,77.15,77.56,82.43,74.64,76.27,77.84,86.02,7.45,13.29,70.86,23952,342.0,55,33,660,33,55,22995
Reliance ACO LLC,A2198,2020,MI,4.36,3661,3232,174,279,57,299,848,618,379,353,5,14,719,318,11041,5326,4489,4761354,0.48,86,96.87,^,^,^,^,^,^,^,^,^,^,~,~,1.0,77.78,75.57,86.21,51.97,57.77,60.71,79.42,3.33,22.22,74.9,9367,95.0,130,52,347,52,130,7057
Reliance ACO LLC,A2198,2018,MI,2.1440876,3436,3051,88,243,77,147,690,575,353,329,2,13,709,270,10503,4661,5114,0,42.82,72,0.8563,87.7,94.25,93.34,80.51,63.34,59.33,72.74,27.98,,,15.22,64.13,1.91,90.76,68.45,84.21,80.98,69.36,72.47,80.46,6.98,15.36,76.5,23957,180.0,217,52,777,52,217,20537
CCA ACO LLC,A2198,2022,,2.47,3382,2968,106,272,80,353,818,561,338,314,3,14,696,285,12417,5655,5045,4948581,75.00%,78,73.17,,,,,,,,,,,,,,,75.32,77.78,74.12,65.58,70.47,89.21,2.22,12.1,76.29,16748,211.0,295,64,258,64,295,13194
CCA ACO LLC,A2198,2021,,2.47,3382,2968,106,272,80,353,818,561,338,314,3,14,696,285,12417,5655,5045,4948581,75.00,78,73.17,,,,,,,,,,,,,,,75.32,77.78,74.12,65.58,70.47,89.21,2.22,12.1,76.29,16748,211.0,295,64,258,64,295,13194
Reliance ACO LLC,A2198,2019,MI,4.35,4040,3586,124,246,110,284,757,669,399,371,3,13,852,315,11919,5983,4780,6933990,46.0,81,92.17,84.07,92.03,90.05,84.28,61.67,59.5,72.32,27.29,89.81,81.28,15.05,64.55,2.1,83.73,66.54,84.31,66.11,64.21,61.6,82.31,3.03,12.9,77.22,12567,,,61,498,61,,9373
Oklahoma Health Initiatives,A2202,2022,,10.62,2985,2493,87,385,61,256,629,614,260,231,3,20,626,167,9250,2561,3408,6858847,40.00%,38,78.73,,,,,,,,,,,,,,,69.6,65,29.8,70.97,65.61,85.96,4.6,9.57,70.45,5820,380.0,31,33,33,33,31,5256
Oklahoma Health Initiatives,A2202,2019,"OK, KS",-0.16,3479,2926,177,337,73,356,782,767,320,286,6,18,778,192,9248,3436,3440,0,47.0,57,93.28,79.36,91.94,91.46,78.57,62.99,64.95,72.35,32.4,91.17,84.67,14.95,55.12,1.52,87.55,70.42,81.82,27.02,67.58,70,82.91,1.19,9.02,68.85,8655,,,43,139,43,,7743
Oklahoma Health Initiatives,A2202,2020,"OK, KS",5.800000000000001,3140,2645,103,362,81,322,649,756,293,261,3,21,676,176,8706,2929,3225,4723116,0.39,43,97.19,^,^,^,^,^,^,^,^,^,^,~,~,0.75,90.88,65,75.76,28.96,71.68,72.03,82.72,12.5,8.66,68.35,7709,353.0,27,42,146,42,27,6947
Oklahoma Health Initiatives,A2202,2021,,10.62,2985,2493,87,385,61,256,629,614,260,231,3,20,626,167,9250,2561,3408,6858847,40.00,38,78.73,,,,,,,,,,,,,,,69.6,65,29.8,70.97,65.61,85.96,4.6,9.57,70.45,5820,380.0,31,33,33,33,31,5256
Oklahoma Health Initiatives,A2202,2018,"OK, KS",-1.4507696,3280,2703,93,382,118,346,901,751,315,275,3,22,793,188,8883,3446,3480,0,45.660000000000004,60,0.9133,80.07,93.75,91.45,79.59,55.83,57.66,68.55,27.79,,,14.7,55.47,1.65,91.3,74.89,56.52,48.18,67.34,72.58,81.66,1.01,17.27,72.58,9629,334.0,30,49,163,49,30,8627
St Vincents Accountable Care Organization LLC,A2205,2022,,5.20,2763,2530,36,200,20,198,413,510,276,261,1,10,669,211,11475,3385,5754,8060066,50.00%,39,79.55,,,,,,,,,,,,,,,76.5,100,75.3,79.84,77.02,87.5,15.94,9.27,75,13246,164.0,242,*,243,*,242,10924
St Vincents Accountable Care Organization LLC,A2205,2019,"FL, GA",-1.05,3279,3018,70,175,33,182,470,596,320,304,2,8,732,224,11301,3588,5914,0,49.0,44,98.88,85.62,93.85,94.07,83.02,67.81,69.26,74.18,28.06,91.96,87.77,15.05,56.92,1.95,96.77,76.47,85.71,69.23,73.39,77.42,86.27,15.79,12.9,71.37,13399,,,81,429,81,,11054
St Vincents Accountable Care Organization LLC,A2205,2020,"FL, GA",6.21,2929,2736,40,145,36,184,385,533,283,271,1,7,606,208,10602,3438,5399,9497172,0.4,40,98.75,^,^,^,^,^,^,^,^,^,^,~,~,0.92,97.18,76.71,82.61,70.56,78.63,75.44,91.3,9.91,9.71,70.56,13580,152.0,226,94,485,94,226,11018
St Vincents Accountable Care Organization LLC,A2205,2021,,5.20,2763,2530,36,200,20,198,413,510,276,261,1,10,669,211,11475,3385,5754,8060066,50.00,39,79.55,,,,,,,,,,,,,,,76.5,100,75.3,79.84,77.02,87.5,15.94,9.27,75,13246,164.0,242,*,243,*,242,10924
St Vincents Accountable Care Organization LLC,A2205,2018,FL,0.2548245,3262,3022,44,163,41,216,668,614,336,321,1,8,745,243,11555,3906,5980,0,47.31,64,0.9462,85.6,95.01,94.5,82.7,64.52,66.54,71.75,34.59,,,15.1,59.04,2.22,93.08,71.07,35.71,71.91,63.64,75.98,84.97,4.76,16.86,69.23,13265,184.0,193,90,395,90,193,10844
"CHA ACO, LLC",A2207,2021,,3.89,2530,2317,45,154,37,221,552,266,231,219,1,7,527,167,8260,3363,3372,4351045,75.00,40,82.02,,,,,,,,,,,,,,,65.39,80,82.4,72.25,77.45,86.02,10.89,11.15,70.09,11635,284.0,67,62,*,62,67,10831
"CHA ACO, LLC",A2207,2018,"IN, MI",1.4186601,2797,2597,59,107,71,385,869,305,279,265,2,5,628,201,8297,3446,3511,0,67.47999999999999,75,0.8996999999999999,88.58,93.97,93.25,84.86,57.92,60.02,75.27,24.5,,,14.1,57.62,2.08,71.37,60.7,70.97,59.71,62.3,67.3,83.61,6.19,13.9,66.67,13990,144.0,66,85,282,85,66,12816
"CHA ACO, LLC",A2207,2019,"IN, MI",3.54,2668,2521,32,75,58,393,784,280,266,256,1,4,603,198,8248,3291,3427,4915166,69.0,66,92.17,87.55,94.3,92.69,84,57.04,61.2,76.38,26.06,94.98,84.6,14.64,56.61,2.09,69.57,66.44,70.31,62.58,61.74,69.08,76.87,12.96,15.75,69.72,14135,,,78,336,78,,13008
"CHA ACO, LLC",A2207,2022,,3.89,2530,2317,45,154,37,221,552,266,231,219,1,7,527,167,8260,3363,3372,4351045,75.00%,40,82.02,,,,,,,,,,,,,,,65.39,80,82.4,72.25,77.45,86.02,10.89,11.15,70.09,11635,284.0,67,62,*,62,67,10831
"CHA ACO, LLC",A2207,2020,"IN, MI",5.91,2289,2120,31,119,39,221,518,218,228,218,1,6,456,164,7258,2989,3087,6440703,0.73,38,96.87,^,^,^,^,^,^,^,^,^,^,~,~,0.92,72.53,60.46,55.38,65.23,56.67,72.09,79.16,10.17,16.64,66.72,12317,316.0,60,75,332,75,60,11409
Antelope Valley ACO,A2210,2019,"CA, CT",7.37,5011,4330,45,694,36,404,1052,824,341,316,1,21,755,229,12897,5890,6401,7167303,46.0,52,92.17,85.78,92.88,91.94,84.69,55.37,54.45,70.82,24.81,92.19,83.18,15.9,59.61,2.04,66.5,60.74,67.14,53.36,54.47,58.31,73.98,12.5,20.57,69.22,6339,,,266,222,266,,5037
Antelope Valley ACO,A2210,2018,CA,4.371995,4555,4070,93,443,21,431,989,782,335,314,2,16,742,223,12753,5644,6610,3862307,46.339999999999996,50,0.9268,87.96,92.44,91.78,84.69,55.17,58.73,71.04,27.91,,,14.76,51.68,1.99,63.45,57.23,78.33,52.06,54.07,56.97,76.72,4.76,20.56,71.14,6153,20.0,157,243,224,243,157,4885
"Rocky Mountain Accountable Health Network, Inc",A2217,2021,,2.29,2949,2647,96,237,*,210,536,168,214,201,*,11,600,146,8308,2872,2698,0,40.00,28,87.77,,,,,,,,,,,,,,,72.13,70.59,83.87,83.06,82.66,84.96,40.14,6.85,73.79,11613,221.0,24,39,68,39,24,11046
"Rocky Mountain Accountable Health Network, Inc",A2217,2020,"MT, WY",3.34,2821,2527,121,184,9,208,318,147,235,221,4,10,524,163,7793,3251,2511,2798884,0.39,23,97.5,^,^,^,^,^,^,^,^,^,^,~,~,0.75,99.19,77.43,82.61,86.94,83.47,79.03,74.35,31.84,11.29,65.32,8900,68.0,21,37,259,37,21,8409
"Rocky Mountain Accountable Health Network, Inc",A2217,2019,"MT, WY",2.04,3260,3024,161,107,8,267,499,139,272,262,4,6,631,180,8520,3470,2754,0,48.0,40,95.69,88.29,95.13,93.89,79.76,59.45,68.82,78.03,20.1,94.82,89.71,14.49,54.93,1.72,99.19,72.27,85.71,75.4,78.63,86.29,76.75,41.21,8.06,72.18,9259,,,39,248,39,,8746
"Rocky Mountain Accountable Health Network, Inc",A2217,2018,"MT, WY",-2.1209480999999997,3450,3164,168,144,15,247,561,152,291,278,4,8,688,190,8434,3341,2955,0,44.59,48,0.8919,88.27,95.0,92.99,80.11,62.37,73.18,75.43,24.93,,,14.53,65.15,1.74,100,68.91,78.26,87.45,79.44,81.05,78.17,27.91,6.45,65.73,9306,100.0,19,37,229,37,19,8793
"Rocky Mountain Accountable Health Network, Inc",A2217,2022,,2.29,2949,2647,96,237,*,210,536,168,214,201,*,11,600,146,8308,2872,2698,0,40.00%,28,87.77,,,,,,,,,,,,,,,72.13,70.59,83.87,83.06,82.66,84.96,40.14,6.85,73.79,11613,221.0,24,39,68,39,24,11046
"Health Point ACO, LLC",A2227,2019,FL,10.54,3269,2826,62,366,44,203,873,765,318,292,2,20,584,224,14518,6434,6263,8464366,49.0,73,97.88,84.75,92.44,90.65,80.5,62.07,63.4,76.89,25.9,90.54,84.9,15.0,52.1,1.59,95.75,87.1,100,72.26,80.59,83.52,85.93,26.76,8.13,80.84,5890,,,23,156,23,,5542
"Health Point ACO, LLC",A2227,2020,FL,9.45,2380,1993,51,322,19,109,319,496,220,201,1,16,401,156,13238,6362,5764,8396920,0.73,28,97.81,^,^,^,^,^,^,^,^,^,^,~,~,0.86,94.79,87.33,94.59,62.4,78.47,77.61,86.58,23.53,9.9,80.78,8176,31.0,42,30,255,30,42,7696
"Health Point ACO, LLC",A2227,2018,FL,8.6606631,3293,2862,60,356,43,219,853,756,321,296,1,18,603,225,12578,4992,6293,6977265,47.73,70,0.9545999999999999,82.7,91.19,90.03,83.05,62.39,64.49,74.41,28.76,,,15.38,59.43,1.73,92.62,84.6,95.56,54.55,73.45,84.12,83.64,16.33,10.36,81.37,6255,20.0,42,42,151,42,42,5873
PMC ACO,A2246,2021,,9.94,2878,2541,*,231,59,402,630,439,283,265,*,11,630,231,12233,6816,3956,5323313,50.00,62,80.03,,,,,,,,,,,,,,,67.79,81.25,92.59,70.86,75.77,83.19,20.59,11.11,87.84,4659,42.0,19,*,33,*,19,3793
PMC ACO,A2246,2019,MI,5.13,4233,3811,137,253,91,304,775,556,381,357,3,12,830,292,11462,5509,4088,3470547,46.0,72,92.17,85.54,91.58,90.71,82.08,62.63,61.93,71.35,21.31,92.26,82.62,15.23,58.84,1.66,84.23,67.72,85.53,75.72,62.66,66.54,72.44,11.76,15.01,78.79,5269,,,17,102,17,,3820
PMC ACO,A2246,2020,MI,5.390000000000001,3434,3055,117,257,89,333,701,419,325,301,3,12,656,264,10938,5837,3686,3368652,0.48,66,96.87,^,^,^,^,^,^,^,^,^,^,~,~,0.87,82.34,59.8,85.94,79.41,65.52,65.23,77.78,7.06,19.16,77.85,5539,48.0,23,18,116,18,23,4154
PMC ACO,A2246,2022,,9.94,2878,2541,*,231,59,402,630,439,283,265,*,11,630,231,12233,6816,3956,5323313,50.00%,62,80.03,,,,,,,,,,,,,,,67.79,81.25,92.59,70.86,75.77,83.19,20.59,11.11,87.84,4659,42.0,19,*,33,*,19,3793
PMC ACO,A2246,2018,MI,0.6905574999999999,4371,4065,94,204,64,287,1052,481,408,388,2,9,823,330,11127,5538,4350,0,44.14,93,0.8828,87.83,92.81,90.5,86.12,64.36,57.61,71.55,33.45,,,15.12,65.5,2.25,87.26,71.74,68.18,75.89,71.04,78.52,79.94,5.95,18.05,72.58,5503,47.0,26,28,93,28,26,3814
St Joseph Health Partners ACO,A2247,2018,TX,-5.38805,3956,2974,68,837,89,433,1194,804,362,308,2,44,858,249,9417,3840,4312,-4747034,47.010000000000005,65,0.9402000000000001,88.08,94.55,93.65,82.87,58.74,65.7,72.62,31.29,,,14.86,60.04,1.93,88.27,66.96,73.33,64.56,70.55,75.73,77.98,8.42,17.19,63.22,7345,83.0,39,192,134,192,39,6320
St Joseph Health Partners ACO,A2247,2022,,4.86,3504,2613,*,837,21,190,552,722,295,246,*,45,626,189,9224,3508,4457,3964507,50.00%,37,81.67,,,,,,,,,,,,,,,81.32,58.62,75.1,81.47,80.31,86.36,11.11,9.89,84.17,6890,125.0,*,135,71,135,*,6175
St Joseph Health Partners ACO,A2247,2020,TX,4.8500000000000005,3360,2516,48,797,25,261,714,805,282,237,2,40,574,187,8983,3765,3945,4163386,0.39,40,96.87,^,^,^,^,^,^,^,^,^,^,~,~,0.78,85.77,67.72,41.18,72.76,75.18,72.53,83.68,9.52,12.65,72.22,7626,110.0,51,163,149,163,51,6699
St Joseph Health Partners ACO,A2247,2021,,4.86,3504,2613,*,837,21,190,552,722,295,246,*,45,626,189,9224,3508,4457,3964507,50.00,37,81.67,,,,,,,,,,,,,,,81.32,58.62,75.1,81.47,80.31,86.36,11.11,9.89,84.17,6890,125.0,*,135,71,135,*,6175
St Joseph Health Partners ACO,A2247,2019,TX,-1.48,3844,2914,82,839,39,370,949,857,343,291,2,45,779,233,9773,4233,4184,0,48.0,54,95.03,91.78,96.93,95.01,81.14,56.11,66.99,74.53,30.98,95.41,91.53,14.9,57.5,1.9,82.96,66.53,52.63,72.03,76.26,75.28,75.18,8.75,14.52,70.36,7947,,,197,139,197,,6886
Silver State ACO LLC,A2251,2022,,8.57,2780,2361,98,312,50,167,347,520,214,192,3,15,585,158,10448,3730,4541,35991495,75.00%,24,84.62,,,,,,,,,,,,,,,75.66,94.59,87.35,77.93,77.68,90.03,10.91,10.26,84.46,38957,345.0,1471,944,1059,944,1471,32807
Silver State ACO LLC,A2251,2020,NV,8.44,2915,2426,89,366,68,143,325,553,235,209,3,16,546,167,10057,3827,4587,44185926,0.74,25,98.75,^,^,^,^,^,^,^,^,^,^,~,~,1.06,93.1,76.49,92.59,68.16,70.28,76.34,83.27,10.71,12.34,81.69,52296,587.0,1885,1490,2620,1490,1885,43026
Silver State ACO LLC,A2251,2018,NV,7.2079932,3825,2900,163,735,95,143,467,709,311,263,5,33,674,211,10600,4157,5146,33952432,44.269999999999996,32,0.8855,76.7,91.15,88.19,79.78,53.25,58.1,72.69,19.63,,,15.4,53.63,1.99,92.05,71.56,92.31,51.21,60.68,70.03,84.87,11.11,17.93,82.26,41717,456.0,1861,1208,2240,1208,1861,32566
Silver State ACO LLC,A2251,2021,,8.57,2780,2361,98,312,50,167,347,520,214,192,3,15,585,158,10448,3730,4541,35991495,75.00,24,84.62,,,,,,,,,,,,,,,75.66,94.59,87.35,77.93,77.68,90.03,10.91,10.26,84.46,38957,345.0,1471,944,1059,944,1471,32807
Silver State ACO LLC,A2251,2019,NV,10.26,3492,2746,111,594,84,133,386,634,283,245,3,26,648,195,10894,4295,5037,48696194,48.0,28,96.13,76.9,91.74,89.97,77.26,58.24,63.05,72.99,25.08,88.6,83.68,15.17,52.58,1.86,92.27,72.69,80.36,65.95,71.07,70.45,83.2,4,14.14,81.91,42282,,,1409,2208,1409,,33406
"Physician Health Partners, LLC",A2252,2018,CO,3.5947489999999998,2720,2424,43,248,25,147,498,444,224,208,1,13,526,143,9049,3982,3909,9012089,48.59,45,0.9719,83.88,93.92,92.87,80.63,55.45,66.76,74.73,26.87,,,14.27,40.79,1.0,63.07,79.92,64.29,48.61,71.98,83.02,83.92,13.79,10.89,75.1,26155,203.0,308,288,1051,288,308,23904
"Physician Health Partners, LLC",A2252,2019,CO,6.83,2831,2517,50,248,40,137,444,424,229,211,1,13,542,148,9242,4080,3854,14528659,48.0,40,95.44,83.91,94.31,92.29,81.46,60.67,62.72,73.9,24.62,91.17,86.6,14.39,39.06,1.04,75.76,71.65,68.42,42.09,70.28,71.07,79.81,0,11.93,81.88,20811,,,277,942,277,,18755
"Augusta Care Partners, LLC",A2266,2022,,4.03,2309,2127,*,116,53,484,679,444,207,197,*,5,701,149,10187,2594,4334,3501143,40.00%,60,94.93,,,,,,,,,,,,,,,88.74,94.12,94.29,82.1,84.45,90.65,11.65,8.98,74.33,8168,52.0,17,*,30,*,17,7659
"Augusta Care Partners, LLC",A2266,2019,VA,0.35000000000000003,2624,2448,17,89,80,301,587,393,260,247,0,4,752,183,9950,3293,4501,0,46.0,56,92.17,82.95,93.8,91.39,81.27,64.25,58.08,75.2,22.87,93.66,84.68,14.61,48.65,2.02,99.31,85.45,94.87,85.2,80.66,90.08,82.97,15.31,13.69,66.89,9399,,,13,219,13,,8732
"Augusta Care Partners, LLC",A2266,2020,VA,6.239999999999999,2275,2096,34,96,62,513,665,364,211,199,1,5,603,151,8937,2902,3744,5045790,0.39,55,97.5,^,^,^,^,^,^,^,^,^,^,~,~,0.78,98.68,86.16,96.88,90.33,84.29,88.72,86.28,10.58,11.59,63.29,8581,50.0,17,14,205,14,17,7993
