ACO_ID,ACO_Name,Agree_Type,Agreement_Period_Num,Current_Start_Date,Current_Track,Risk_Model,Assign_Type,SNF_Waiver,N_AB,Sav_rate,MinSavPerc,BnchmkMinExp,GenSaveLoss,DisAdj,Prorate_Shared_Losses,EarnSaveLoss,DisAffQual,Met_QPS,Met_30pctl,Met_Incentive,Met_FirstYear,Report_WI,Report_eCQM_CQM,Report_Inc,QualScore,Recvd30p,PosRegAdj,UpdatedBnchmk,HistBnchmk,ABtotBnchmk,ABtotExp,FinalShareRate,Rev_Exp_Cat,Per_Capita_Exp_ALL_ESRD_BY1,Per_Capita_Exp_ALL_DIS_BY1,Per_Capita_Exp_ALL_AGDU_BY1,Per_Capita_Exp_ALL_AGND_BY1,Per_Capita_Exp_ALL_ESRD_BY2,Per_Capita_Exp_ALL_DIS_BY2,Per_Capita_Exp_ALL_AGDU_BY2,Per_Capita_Exp_ALL_AGND_BY2,Per_Capita_Exp_ALL_ESRD_BY3,Per_Capita_Exp_ALL_DIS_BY3,Per_Capita_Exp_ALL_AGDU_BY3,Per_Capita_Exp_ALL_AGND_BY3,Per_Capita_Exp_ALL_ESRD_PY,Per_Capita_Exp_ALL_DIS_PY,Per_Capita_Exp_ALL_AGDU_PY,Per_Capita_Exp_ALL_AGND_PY,Per_Capita_Exp_TOTAL_PY,CMS_HCC_RiskScore_ESRD_BY1,CMS_HCC_RiskScore_DIS_BY1,CMS_HCC_RiskScore_AGDU_BY1,CMS_HCC_RiskScore_AGND_BY1,CMS_HCC_RiskScore_ESRD_BY2,CMS_HCC_RiskScore_DIS_BY2,CMS_HCC_RiskScore_AGDU_BY2,CMS_HCC_RiskScore_AGND_BY2,CMS_HCC_RiskScore_ESRD_BY3,CMS_HCC_RiskScore_DIS_BY3,CMS_HCC_RiskScore_AGDU_BY3,CMS_HCC_RiskScore_AGND_BY3,CMS_HCC_RiskScore_ESRD_PY,CMS_HCC_RiskScore_DIS_PY,CMS_HCC_RiskScore_AGDU_PY,CMS_HCC_RiskScore_AGND_PY,N_AB_Year_ESRD_BY3,N_AB_Year_DIS_BY3,N_AB_Year_AGED_Dual_BY3,N_AB_Year_AGED_NonDual_BY3,N_AB_Year_PY,N_AB_Year_ESRD_PY,N_AB_Year_DIS_PY,N_AB_Year_AGED_Dual_PY,N_AB_Year_AGED_NonDual_PY,N_Ben_VA_Only,N_Ben_CBA_Only,N_Ben_CBA_and_VA,N_Ben_Age_0_64,N_Ben_Age_65_74,N_Ben_Age_75_84,N_Ben_Age_85plus,N_Ben_Female,N_Ben_Male,N_Ben_Race_White,N_Ben_Race_Black,N_Ben_Race_Asian,N_Ben_Race_Hisp,N_Ben_Race_Native,N_Ben_Race_Other,N_Ben_Race_Unknown,CapAnn_INP_All,CapAnn_INP_S_trm,CapAnn_INP_L_trm,CapAnn_INP_Rehab,CapAnn_INP_Psych,CapAnn_HSP,CapAnn_SNF,CapAnn_OPD,CapAnn_PB,CapAnn_AmbPay,CapAnn_HHA,CapAnn_DME,ADM,ADM_S_Trm,ADM_L_Trm,ADM_Rehab,ADM_Psych,P_EDV_Vis,P_EDV_Vis_HOSP,P_CT_VIS,P_MRI_VIS,P_EM_Total,P_EM_PCP_Vis,P_EM_SP_Vis,P_Nurse_Vis,P_FQHC_RHC_Vis,P_SNF_ADM,SNF_LOS,SNF_PayperStay,N_CAH,N_FQHC,N_RHC,N_ETA,N_Hosp,N_Fac_Other,N_PCP,N_Spec,N_NP,N_PA,N_CNS,Perc_Dual,Perc_CovDiag,Perc_CovEpisode,Perc_LTI,CAHPS_1,CAHPS_2,CAHPS_3,CAHPS_4,CAHPS_5,CAHPS_6,CAHPS_7,CAHPS_11,CAHPS_9,CAHPS_8,Measure_479,Measure_484,QualityID_318,QualityID_110,QualityID_226,QualityID_134_WI,QualityID_134_eCQM,QualityID_134_MIPSCQM,QualityID_113,QualityID_112,QualityID_438,QualityID_370,QualityID_001_WI,QualityID_001_eCQM,QualityID_001_MIPSCQM,QualityID_236_WI,QualityID_236_eCQM,QualityID_236_MIPSCQM
A3720,"HealthChoice, LLC",Renewal,2,01/01/2022,B,One-Sided,Retrospective,0,14389,1.94%,2.74%,2756178,0,"",0,0,1,1,1,0,0,1,0,0,79.95%,0,270,10081,9645,141985814,139229636,40.00%,"High Revenue",76551,10600,13928,8402,76871,10424,16573,7654,72491,10687,11696,8235,71698,11350,11705,8735,9886,0.927,1.07,0.923,0.923,0.954,1.136,0.982,0.92,0.944,1.108,0.902,0.922,0.917,1.065,0.849,0.898,228,1085,494,14776,14084,205,833,368,12677,35,14305,49,1251,7200,4528,1410,8259,6130,10678,3307,75,*,*,65,224,2669,2159,55,454,24,101,249,2346,3957,130,351,295,243,215,2,24,2,477,174,716,224,9595,3520,4517,1524,34,22,26,11756,0,0,0,0,2,3,76,177,150,23,0,5.24%,15.05%,1.65%,*,86.29,91.88,91.31,81.41,57.65,54.68,71.1,22.43,90.96,83.08,0.1538,33.89,93.15,82.19,100,81.67,-,-,76.21,73.39,89.52,17.72,10.48,-,-,77.91,-,-
A3722,"CHSPSC ACO 12, LLC",Renewal,2,01/01/2022,B,One-Sided,Retrospective,0,12890,2.09%,2.83%,2869436,0,"",0,0,1,1,1,0,0,1,0,0,73.73%,0,218,10973,10221,137510350,134640914,40.00%,"High Revenue",72300,9621,15384,9253,71556,9009,13812,8672,70319,9574,14719,9153,74090,9459,16042,9997,10744,0.942,0.943,0.912,0.967,0.923,0.908,0.883,0.961,0.89,0.885,0.868,0.968,0.879,0.908,0.872,0.96,102,1666,946,12270,12531,89,1287,722,10434,27,12835,28,1671,5866,3929,1424,7297,5593,10058,2542,65,*,*,68,129,2926,2346,198,336,72,284,523,2051,4074,137,749,333,277,244,7,19,6,686,199,757,247,10989,4363,4281,2041,303,37,29,13699,0,0,4,0,14,20,225,269,183,43,0,10.64%,17.62%,1.60%,1.22%,84.08,94.83,93.1,81.26,52.03,61.24,71.24,26.33,92.3,85.99,0.1628,35.13,91.68,72.86,83.33,68.94,-,-,68.07,64,87.23,0,11.51,-,-,69.35,-,-
A3723,"CHSPSC ACO 13, LLC",Renewal,2,01/01/2022,B,One-Sided,Retrospective,0,10045,6.01%,3.00%,5878766,5878766,"",0,2304476,1,1,1,0,0,1,0,0,81.37%,0,22,9949,9866,97766645,91887879,40.00%,"High Revenue",87601,10630,15315,9644,71478,8235,13413,8512,80016,8896,14962,9344,71564,7464,12737,9183,9351,1.004,0.89,0.959,0.982,0.977,0.882,0.98,0.965,1.045,0.86,0.899,0.964,0.916,0.779,0.913,0.938,40,1088,490,9219,9826,29,904,390,8503,*,10021,*,1139,4974,2864,1068,5715,4330,9721,57,27,*,*,27,195,2693,2198,44,430,43,114,402,1999,3508,87,496,236,236,210,1,22,3,471,172,684,215,9271,4139,3710,1395,27,40,22,10112,0,0,0,0,4,7,104,230,67,71,0,8.33%,14.89%,1.66%,1.24%,90.33,94.72,93.52,72.9,57.02,64.37,74.7,28.32,93.42,86.09,0.1512,33.85,91.63,81.44,80.43,74.04,-,-,70.13,76.97,88.03,33.33,15.02,-,-,80,-,-
A3724,"CHSPSC ACO 14, LLC",Renewal,2,01/01/2022,B,One-Sided,Retrospective,0,10842,2.52%,2.95%,2518137,0,"",0,0,1,1,1,0,0,1,0,0,76.43%,0,150,9449,9298,99743923,97225786,40.00%,"High Revenue",73120,8899,14798,9140,72259,8042,12488,8071,69555,8246,13858,8730,78283,9273,12977,8626,9210,1.018,0.983,0.987,0.995,1.008,0.933,1.02,0.997,0.972,0.872,0.971,0.978,1.033,0.904,0.898,0.936,59,1061,627,9668,10556,49,898,504,9106,21,10795,26,1265,5188,3331,1058,6175,4667,10211,325,57,*,*,43,172,2138,1951,*,153,29,199,524,2051,3565,163,469,337,219,207,*,7,*,568,157,688,218,11198,3984,3913,2285,1015,44,29,12756,2,0,7,0,8,11,199,246,155,84,0,8.88%,17.36%,1.62%,1.20%,82.27,91.88,89.55,75.08,57.89,60.64,74.08,27.91,92.22,84.33,0.1539,29.53,90.13,70.8,64.41,66.74,-,-,70.55,71.07,81.06,16,13.31,-,-,72.91,-,-
A3730,"Heritage Valley Healthcare Network ACO, LLC",Renewal,2,01/01/2022,EN,Two-Sided,Prospective,0,8287,2.49%,2.00%,2085129,2085129,"",0,1532570,1,1,1,0,0,1,0,0,86.43%,0,157,10331,9814,83841793,81756664,75.00%,"High Revenue",84925,9490,21838,9367,87352,9455,18234,8277,78977,9501,19520,9064,80755,11375,20254,9412,10074,1.023,0.924,1.007,0.978,1.083,0.958,0.967,0.961,0.99,0.944,1.049,0.977,0.941,1.033,1.099,0.967,38,591,173,7610,8115,40,506,141,7428,*,8252,*,551,4878,2014,844,4610,3677,7880,181,*,*,*,30,176,3072,2234,152,708,23,320,378,2626,3007,121,500,350,295,242,9,42,2,589,195,745,200,8505,2900,3790,1784,31,39,22,10114,0,0,0,0,3,2,100,336,108,160,0,3.87%,13.64%,2.06%,1.01%,87.33,95.74,94.68,79.96,63.99,70.71,75.52,28.27,94.03,88.75,0.1481,31.34,83.2,78.97,81.25,81.53,-,-,81.5,85.32,86.86,12.22,7.09,-,-,70.87,-,-
A3731,"Cascadia Care Network LLC",Renewal,2,01/01/2022,B,One-Sided,Retrospective,0,5928,4.75%,3.62%,3124276,3124276,"",0,1224716,1,1,1,0,0,1,0,0,79.57%,0,-35,11401,10794,65743425,62619149,40.00%,"High Revenue",89825,9216,14410,11091,73465,9470,13436,9658,86472,7575,14044,10427,74956,8531,12879,10559,10859,1.003,0.834,0.925,1.015,0.962,0.856,0.829,1.014,0.902,0.796,0.751,0.995,0.988,0.777,0.697,0.997,34,442,221,4990,5767,31,383,222,5130,23,5844,61,543,2660,1996,729,3241,2687,5511,22,63,55,35,82,160,2688,2578,0,93,*,302,524,4075,2720,120,387,251,219,213,0,*,*,602,170,752,239,8977,3027,3856,1758,336,32,27,16741,0,0,2,0,2,0,102,233,62,71,0,6.82%,10.05%,1.28%,1.06%,77.03,94.17,91.99,74.83,55.35,63.65,70.78,22.45,92.85,83.83,0.1392,35.65,85.67,80.43,76.47,66.03,-,-,74.64,81.89,95.04,12.03,10.38,-,-,73.4,-,-
A3738,"Alabama Physician Network, LLC",Renewal,2,01/01/2022,B,One-Sided,Prospective,0,14712,0.66%,2.72%,1181807,0,"",0,0,1,1,1,0,0,1,0,0,71.04%,0,156,12620,12414,180044027,178862220,40.00%,"High Revenue",76865,10899,14963,11424,74010,11088,14546,10139,84526,11310,13106,11288,80196,11336,15196,11806,12537,0.962,1.133,0.939,1.134,0.958,1.104,0.93,1.126,0.978,1.138,0.906,1.126,0.976,1.142,0.893,1.128,194,2903,616,10811,14267,142,2551,562,11012,*,14677,*,2761,6207,4098,1646,8522,6190,11101,3200,64,*,*,53,247,3172,2548,38,435,122,511,363,3538,3866,125,728,507,344,303,2,27,11,744,244,812,324,9994,2836,4549,2233,375,31,26,10880,0,26,0,0,1,3,646,2073,1003,226,1,12.74%,16.09%,2.62%,1.03%,84.9,92.51,91.23,79.33,60.08,57.43,67.59,32.43,92.62,84.75,0.1611,33.4,99.6,77.93,23.53,81.85,-,-,72.4,80.65,86.4,17.95,15.32,-,-,59.68,-,-
A3739,"Centrus Health of Kansas City LLC",Renewal,2,01/01/2022,B,One-Sided,Prospective,0,39195,3.99%,2.31%,20554608,20554608,"",0,8057406,1,1,1,0,0,1,0,0,81.13%,0,231,13451,12913,515384459,494829850,40.00%,"High Revenue",86519,12587,20713,11248,87165,12808,21734,10435,92706,14840,19721,11583,89981,16345,20898,11971,12914,1.044,1.227,1.135,1.099,1.045,1.277,1.168,1.113,1.065,1.407,1.172,1.136,1.061,1.429,1.205,1.157,283,3038,676,33044,38316,240,2788,588,34700,37,38998,160,3058,20712,11546,3879,22595,16600,35716,1735,268,211,44,267,954,3244,2718,26,482,36,351,604,4302,3520,90,448,462,301,271,1,26,4,621,203,843,310,9623,2937,4206,2352,128,52,24,12315,0,0,1,0,3,6,485,1659,664,197,13,3.93%,16.51%,1.91%,0.70%,78.03,93.6,91.8,75.14,71.55,59.46,73.78,33.01,93.25,87.82,0.146,33.11,89.97,73.22,58.33,87.27,-,-,81.61,81.44,91.29,0,10.2,-,-,70.07,-,-
A3747,"AdventHealth ACO",Renewal,2,01/01/2022,B,One-Sided,Prospective,0,25468,0.15%,2.45%,446130,0,"",0,0,1,1,1,0,0,1,0,0,78.84%,0,46,11930,11539,296731113,296284984,40.00%,"High Revenue",92340,10509,19018,11146,91142,9836,17645,10097,86001,10301,20905,11001,79569,9731,22449,11408,11912,1.034,1.006,1.068,1.096,1.073,1.005,1.045,1.087,1.101,1.045,1.087,1.101,1.057,1.04,1.089,1.106,82,1619,972,21690,24872,62,1534,989,22288,47,25343,78,1626,11698,8791,3353,14935,10533,22876,1227,200,331,15,308,511,2856,2560,66,238,17,424,740,1911,5187,104,580,320,300,283,2,12,2,688,243,905,301,12819,3650,6140,2582,447,60,25,12608,2,10,3,0,5,6,438,768,410,94,0,6.93%,16.66%,2.12%,1.48%,76.02,92.38,90.39,74.94,67.38,58.2,71.52,18.44,87.45,83.75,0.1556,32.84,96.24,70.14,90.48,84.22,-,-,72.37,78.15,84.92,7.27,8.94,-,-,77.62,-,-
A3759,"Riverside Health Source, LLC",Renewal,2,01/01/2022,B,One-Sided,Retrospective,0,21360,-0.23%,2.49%,-504794,0,"",0,0,1,1,1,0,0,1,0,0,86.87%,0,9,10445,10008,216540229,217045022,40.00%,"High Revenue",76155,10495,14388,9367,72105,10200,14229,8494,69307,10228,14502,9420,74936,10870,13603,9843,10469,0.948,0.994,0.986,0.954,0.973,0.979,0.957,0.949,0.972,0.96,0.967,0.957,0.943,0.946,0.993,0.972,156,1728,687,19990,20731,144,1411,569,18606,26,21275,59,2145,10199,6665,2351,12154,9206,16504,3937,220,69,16,212,402,2454,2150,44,266,14,268,439,3559,3231,127,411,262,223,207,2,13,1,674,165,816,247,9695,3457,4012,2213,13,40,23,11460,0,0,0,0,1,2,188,638,222,88,0,5.40%,12.04%,1.17%,1.26%,82.46,93.41,91.76,78.45,63.22,55.05,74.02,23.56,92.93,86.22,0.1497,29.16,95.61,88.3,100,91.57,-,-,80.34,85.12,88.19,51.06,10.42,-,-,72.79,-,-
A3762,"Accountable Care Coalition of Alabama, LLC",Renewal,2,01/01/2022,B,One-Sided,Retrospective,0,15726,4.01%,2.67%,6279363,6279363,"",0,2461510,1,1,1,0,0,1,0,0,76.25%,0,267,10214,9922,156545767,150266405,40.00%,"Low Revenue",74820,9002,12928,9201,75050,8199,12512,8421,72588,8234,14129,8807,72766,7384,12846,9489,9804,0.984,0.913,0.897,1.02,0.95,0.909,0.88,1.013,0.966,0.891,0.886,1.006,0.898,0.849,0.861,0.997,130,1756,730,14060,15327,96,1472,544,13215,12,15684,30,1880,6952,5042,1852,8953,6773,13063,2334,66,22,13,68,160,2344,2028,42,257,40,358,328,2057,3959,106,493,352,251,229,1,16,4,538,185,719,299,11125,4936,4623,1524,43,34,23,9552,0,0,0,0,0,0,140,56,103,15,0,7.49%,17.25%,1.80%,0.71%,89.21,93.38,92.42,84.12,61.79,62.22,73.21,28.19,91.64,86.81,0.1605,29.87,87.5,71.5,68.25,67.34,-,-,64.04,70.02,88.19,26.09,13.97,-,-,72.94,-,-
A3764,"Select Physicians Associates, LLC",Renewal,2,07/01/2019,E,Two-Sided,Retrospective,0,19008,6.10%,0.00%,13420170,13420170,"",0,6575883,1,1,1,0,0,1,0,0,87.74%,0,203,11882,10871,220003358,206583188,50.00%,"Low Revenue",74640,9600,14482,8978,77555,9185,14865,9183,78216,10093,15427,9793,69375,9518,17392,10636,11157,0.984,0.994,1,1.064,1.015,0.982,1.019,1.059,0.995,0.989,1.024,1.066,1.006,1.023,1.089,1.217,214,2658,1306,17357,18515,98,1523,829,16065,24,18926,58,2035,8833,5916,2224,10832,8176,15268,2538,340,189,12,331,330,2584,2229,60,283,27,350,545,1947,4895,123,599,339,265,245,2,15,4,617,202,817,300,14685,7316,5011,2300,58,46,26,12207,0,0,0,0,0,0,222,13,104,45,1,8.17%,16.50%,1.70%,0.96%,86.35,93.59,90.88,74.43,61.33,59.24,72.07,25.54,90.96,83.64,0.1427,27.36,93.82,77.58,92.31,80.95,-,-,78.03,78.18,82.48,9.43,12.16,-,-,77.11,-,-
A3769,"UC San Diego Health Accountable Care Network",Renewal,2,01/01/2022,EN,Two-Sided,Prospective,1,19581,-0.42%,2.00%,-1265914,0,"",0,0,1,1,1,0,0,1,0,0,80.65%,0,255,15549,14666,298464037,299729950,75.00%,"High Revenue",97845,16738,17448,12140,84368,17826,16110,11301,99782,20066,18894,12901,102837,21734,20563,13934,15615,1.014,1.364,1.106,1.076,1.062,1.369,1.057,1.073,1.06,1.528,1.099,1.082,1.09,1.529,1.1,1.091,125,1638,1509,14978,19195,101,1610,1622,15862,22,19479,80,1738,9008,6515,2320,11076,8505,15775,605,1043,549,29,940,640,3486,3243,94,110,86,581,846,4856,4914,117,890,392,231,220,2,4,5,579,185,921,413,12066,3846,6465,1700,55,53,25,16765,0,0,0,0,2,5,394,2040,372,223,0,14.39%,22.25%,1.56%,0.62%,76.55,92.47,91.76,71.51,64.2,60.6,75.18,25.9,92.36,82.46,0.1552,27.1,89.65,77.59,66.67,62.77,-,-,78.26,83.06,87.44,8.6,10.08,-,-,73.79,-,-
A3770,"Family Choice ACO, LLC",Renewal,2,01/01/2022,EN,Two-Sided,Prospective,1,9201,14.31%,0.00%,16861223,16861223,"",0,12392999,1,1,1,0,0,1,0,0,70.63%,1,861,13071,12411,117838453,100977230,75.00%,"High Revenue",93551,12826,10797,10783,91979,14079,8616,10231,87448,13489,9829,11912,91353,13465,9851,12050,11201,1.008,1.117,0.736,1.021,1.038,1.12,0.719,1.018,1.045,1.101,0.785,1.036,1.052,1.089,0.786,0.972,70,692,6690,1411,9015,73,647,6539,1755,*,9190,*,707,4078,3128,1288,5407,3794,1776,*,5651,372,*,742,585,2962,2633,168,135,81,322,902,1491,4345,82,1139,263,220,207,4,5,5,440,193,534,214,14025,7645,5300,585,496,46,32,20672,0,3,0,0,0,0,132,126,56,30,0,79.85%,20.31%,2.04%,1.54%,79.74,88.71,89.94,77.41,54.84,67.7,64.54,35.06,87.84,81.25,0.1683,26.34,55.84,88,73.68,25.56,-,-,64,61.33,79.65,25,38.7,-,-,68.4,-,-
A3783,"Privia Quality Network Gulf Coast II, LLC",Renewal,2,01/01/2022,EN,Two-Sided,Retrospective,0,11336,7.79%,2.00%,10383000,10383000,"",0,7631505,1,1,1,0,0,1,0,0,84.96%,0,274,12071,11651,133275097,122892097,75.00%,"Low Revenue",90252,14237,21864,10465,96202,12022,20437,8881,79720,12428,20096,10113,69857,12682,19500,10459,11130,1.029,1.071,1,0.91,1.066,1.037,1.049,0.919,0.998,1.024,1.131,0.948,0.965,1.004,1.118,0.944,74,534,346,9796,11041,62,467,298,10215,36,11256,44,939,6348,3144,905,6263,5073,9887,467,333,188,*,*,280,2924,2208,44,676,37,203,270,2033,5098,82,493,335,224,188,2,31,3,499,144,733,309,11718,4676,5511,1522,9,21,26,13365,0,0,0,0,0,0,124,129,169,101,2,4.25%,21.37%,1.32%,0.83%,83.73,94.87,93.13,78.43,64.24,64.27,74.02,27.99,89.73,87.58,0.1535,29.74,93.63,75.13,100,81.12,-,-,73.02,78.11,88.33,20.63,7.07,-,-,83.83,-,-
A3791,"University Health ACO, LLC",Renewal,2,01/01/2022,B,One-Sided,Prospective,0,11340,-1.11%,2.92%,-1288023,0,"",0,0,1,1,1,0,0,1,0,0,82.99%,0,-33,10438,9842,115901576,117189599,40.00%,"High Revenue",84778,10397,16409,9036,80832,9177,19760,8888,82836,10346,16821,9714,74023,12346,16967,10105,10554,1.037,1.16,1.063,1.027,1.035,1.161,1.014,0.998,1.019,1.115,1.045,1.014,1.007,1.141,1.038,1.014,35,583,243,10230,11104,38,502,208,10356,13,11273,54,553,5960,3762,1065,6653,4687,10750,204,36,*,*,59,277,2104,1912,36,137,27,284,369,3243,3881,111,407,411,220,209,2,8,2,466,170,806,284,10744,3383,3992,3164,204,35,25,10527,0,0,1,0,1,0,160,300,244,60,0,3.52%,18.31%,1.35%,0.72%,85.73,95.32,94.62,74.02,65.94,70.4,72.72,35.33,95.7,89.17,0.1514,35.21,94.81,80.47,72.73,77.42,-,-,80.56,87.4,84.87,5.41,7.29,-,-,76.68,-,-
A3797,"NCH ACO, LLC",Renewal,2,01/01/2022,B,One-Sided,Retrospective,0,12508,-0.61%,2.85%,-849551,0,"",0,0,1,1,1,0,0,1,0,0,80.86%,0,-7,11419,10992,140360595,141210146,40.00%,"Low Revenue",73768,15520,12474,10352,68254,13128,10489,9704,72028,14686,14489,11067,67609,14321,12691,11350,11488,0.968,1.019,0.85,0.976,0.95,0.929,0.895,0.989,0.972,0.952,0.852,1.007,1.022,0.966,0.841,1.013,24,252,142,13442,12291,18,178,122,11973,27,12442,39,408,5420,5064,1616,6425,6083,11737,97,49,84,0,113,428,2586,2298,30,256,12,133,334,1976,5562,71,476,448,235,219,1,13,2,518,171,954,451,12400,3757,6763,1867,12,34,21,10480,0,0,0,0,0,0,71,257,71,39,0,1.55%,17.41%,1.34%,*,79.3,93.5,90.08,70.9,61.32,60.11,76.82,21.04,88.48,81.36,0.1609,28.02,90.48,80.21,78.57,91.94,-,-,80.15,75.09,85.78,0,9.19,-,-,68.61,-,-
A3799,"UC Irvine Health Accountable Care Organization",Renewal,2,01/01/2022,B,One-Sided,Retrospective,0,10242,2.76%,2.99%,5377372,0,"",0,0,1,1,1,0,0,1,0,0,84.09%,0,-204,19669,19512,194812739,189435367,40.00%,"High Revenue",94387,22697,19855,16700,84008,19228,18991,15018,93170,21375,20438,16311,91920,20731,21502,16716,19126,1.035,1.45,1.026,1.228,0.997,1.415,1.05,1.216,1.033,1.473,1.115,1.232,1.009,1.413,1.097,1.208,158,1058,1683,5865,9905,141,1092,1857,6815,*,10224,*,1509,4562,3073,1098,5715,4527,6661,*,1398,779,*,819,346,4511,4124,166,208,74,370,774,7578,5055,105,891,525,293,276,4,8,4,689,221,1081,525,14526,4818,8025,1422,261,39,27,18488,0,3,0,0,1,2,338,1227,181,50,0,27.94%,26.95%,1.62%,0.43%,82.23,93.4,93.56,77.71,58.6,54.2,73.04,23.7,92.7,84.76,0.1496,24.4,95.38,68.39,82.35,72.5,-,-,76.29,84.05,85.86,10,15.86,-,-,66.67,-,-
A3822,"Rush Health ACO, Inc.",Renewal,2,01/01/2022,E,Two-Sided,Prospective,1,29644,2.22%,0.00%,8907076,8907076,"",0,4364467,1,1,1,0,0,1,0,0,81.62%,0,309,13838,13653,400657149,391750073,50.00%,"High Revenue",99336,14077,19310,11590,92681,12178,18007,10110,102723,14115,21175,11291,101355,14340,21137,11841,13530,1.055,1.237,1.186,1.095,1.064,1.215,1.191,1.093,1.048,1.214,1.246,1.11,1.075,1.269,1.256,1.111,302,3242,2339,22590,28954,207,3039,2452,23255,25,29414,205,3315,13606,9464,3259,17522,12122,22428,4881,*,868,*,452,630,3637,3164,56,384,62,249,790,3964,4112,121,663,432,326,299,2,18,7,691,251,812,307,10989,3367,5328,2251,43,55,28,14745,0,0,0,0,1,18,469,1631,524,321,8,15.25%,15.68%,2.46%,0.72%,80.3,94.63,93.65,74.42,74.43,63.59,74.1,29.75,92.41,87.12,0.1577,32.55,87.5,86.08,95.45,80.97,-,-,68.15,80.32,80.93,3.64,9.46,-,-,74.19,-,-
A3825,"OhioHealth Medicare ACO",Renewal,2,01/01/2022,B,One-Sided,Prospective,0,34781,3.18%,2.35%,12405281,12405281,"",0,4862870,1,1,1,0,0,1,0,0,82.01%,0,1,11514,10829,390026224,377620943,40.00%,"Low Revenue",88383,10335,18997,10276,84126,9667,19583,9110,86493,10227,18973,10158,81675,10287,19614,10457,11147,1.053,0.987,1.096,0.999,1.042,0.978,1.045,0.991,1.031,0.993,1.096,0.988,1.093,1.058,1.122,1.045,140,2629,1093,24552,33875,167,2868,1311,29529,45,34625,111,3053,17588,10249,3891,19267,15514,31335,1804,227,*,*,231,1123,2910,2696,52,146,45,501,805,3111,3115,154,416,284,266,253,2,8,4,721,197,904,218,9947,3732,4022,2125,68,62,27,13605,0,0,0,0,0,0,719,1118,753,281,17,8.80%,16.25%,2.30%,2.07%,89.61,96.06,94.86,81.56,63.87,62.14,71.84,35.18,96.74,88.98,0.1481,32.93,70.4,80.25,69.7,74.91,-,-,74.86,81.88,81.39,14.08,9.81,-,-,69.93,-,-
A3832,"Connected Care of West Tennessee, LLC",Renewal,2,01/01/2022,B,One-Sided,Prospective,0,7530,1.42%,3.29%,1178887,0,"",0,0,1,1,1,0,0,1,0,0,77.31%,0,132,11344,10970,82873965,81695078,40.00%,"Low Revenue",98277,8176,16757,9293,80733,7269,18421,9108,86381,9177,18344,9696,72824,8657,20801,10323,11183,1.023,0.864,0.953,0.996,1.044,0.899,1.016,1.021,1.009,0.929,0.974,1.049,1.006,0.917,1.016,1.028,66,683,461,6728,7305,54,562,365,6324,*,7517,*,614,3178,2766,972,4165,3365,6944,477,12,*,*,22,60,2838,2311,*,392,132,394,900,2784,3197,257,861,349,266,232,*,25,*,632,202,679,192,10494,3135,3123,2837,1399,67,33,13486,0,0,5,0,1,1,100,132,86,6,0,8.96%,19.50%,1.78%,2.50%,85.95,92.98,93.65,84.95,50.25,61.71,70.97,29.03,93.12,87.14,0.145,29.16,62.4,67.84,60,44.24,-,-,77.34,66.46,87.04,0,12.09,-,-,85.31,-,-
A3834,"CareMax National Care Network, LLC",Renewal,2,07/01/2019,EN,Two-Sided,Prospective,1,100351,5.19%,0.50%,65041499,65041499,"",0,47805502,1,1,1,1,0,0,1,0,70.63%,1,128,12811,12375,1254195589,1189154090,75.00%,"High Revenue",95830,10619,18241,10435,91915,10700,17579,10667,100689,10938,18174,11039,90311,10913,17593,11289,12147,1.044,0.988,1.045,1.072,1.065,1.009,1.057,1.068,1.055,1.012,1.064,1.076,1.04,0.968,1.004,1.06,606,14360,7006,71793,97899,455,9943,8208,79292,105,99970,276,10584,44563,32525,12679,56311,44040,90894,3709,772,1240,51,1351,2334,3441,3011,105,273,91,391,907,2639,3965,169,735,316,292,269,4,13,6,648,226,800,251,11620,4504,4503,2517,95,70,25,13587,0,12,3,0,25,31,1077,2060,970,585,11,15.99%,19.04%,2.36%,2.03%,83.11,92.33,89.89,80.05,58.96,58.86,74.3,21.95,88.66,82.37,0.1644,33.39,-,-,-,-,-,21.45,-,-,-,-,-,-,37.65,-,-,68.34
A3835,"Connected Care of East Tennessee, LLC",Renewal,2,01/01/2022,B,One-Sided,Prospective,0,7708,1.68%,3.26%,1477012,0,"",0,0,1,1,1,0,0,1,0,0,87.09%,0,-34,11646,11463,87697397,86220386,40.00%,"High Revenue",72902,11536,16464,10345,73595,10503,15629,9891,75457,10939,15282,10733,81275,10969,17671,10659,11450,0.927,1.052,1.015,1.039,0.981,1.059,1.021,1.038,1.028,1.098,0.952,1.047,1.002,1.006,0.988,1.024,69,830,356,6689,7530,50,691,320,6469,*,7675,*,753,3735,2403,817,4272,3436,6850,650,41,*,*,40,104,2867,2328,*,506,30,566,542,2650,3927,112,568,389,265,236,*,26,*,628,177,774,270,9859,2794,4140,2509,417,37,29,14179,2,3,1,0,1,0,230,393,211,61,0,8.19%,15.58%,1.32%,0.95%,87.65,96.73,95.15,80.98,64.41,59.18,73.75,39.95,94.09,88.83,0.1482,31.06,92.31,80.33,91.67,87.55,-,-,77.95,79.64,92.55,8.57,8.36,-,-,64.14,-,-
